target_id,Cluster
TMUE_0000000421.1,C2
TMUE_0000000433.1,C2
TMUE_0000000448.1,C2
TMUE_0000000472.1,C2
TMUE_0000000474.1,C2
TMUE_0000000476.1,C2
TMUE_0000000482.1,C2
TMUE_0000000499.1,C2
TMUE_0000000504.1,C2
TMUE_0000000514.1,C2
TMUE_0000000523.1,C2
TMUE_0000000548.1,C2
TMUE_0000000560.1,C2
TMUE_0000000637.1,C2
TMUE_0000000639.1,C2
TMUE_0000000647.1,C2
TMUE_0000000670.1,C2
TMUE_0000000695.1,C2
TMUE_0000000696.2,C2
TMUE_0000000707.1,C2
TMUE_0000000721.1,C2
TMUE_0000000727.1,C2
TMUE_0000000730.1,C2
TMUE_0000000732.1,C2
TMUE_0000000737.1,C2
TMUE_0000000747.1,C2
TMUE_0000000755.1,C2
TMUE_0000000770.1,C2
TMUE_0000000775.1,C2
TMUE_0000000782.1,C2
TMUE_0000000787.1,C2
TMUE_0000000788.1,C2
TMUE_0000000793.1,C2
TMUE_0000000796.1,C2
TMUE_0000000806.1,C2
TMUE_0000000813.1,C2
TMUE_0000000822.1,C2
TMUE_0000000823.1,C2
TMUE_0000000826.1,C2
TMUE_0000000834.1,C2
TMUE_0000000886.1,C2
TMUE_0000000914.1,C2
TMUE_0000000939.1,C2
TMUE_0000000940.1,C2
TMUE_0000000950.2,C2
TMUE_0000000959.1,C2
TMUE_0000000985.1,C2
TMUE_0000000996.1,C2
TMUE_0000001000.1,C2
TMUE_0000001004.1,C2
TMUE_0000001016.1,C2
TMUE_0000001038.1,C2
TMUE_0000001058.1,C2
TMUE_0000001070.1,C2
TMUE_0000001089.1,C2
TMUE_0000001093.1,C2
TMUE_0000001139.1,C2
TMUE_0000001153.1,C2
TMUE_0000001170.1,C2
TMUE_0000001203.1,C2
TMUE_0000001204.1,C2
TMUE_0000001222.1,C2
TMUE_0000001230.1,C2
TMUE_0000001244.4,C2
TMUE_0000001249.1,C2
TMUE_0000001251.1,C2
TMUE_0000001268.1,C2
TMUE_0000001277.1,C2
TMUE_0000001329.1,C2
TMUE_0000001357.1,C2
TMUE_0000001362.1,C2
TMUE_0000001377.1,C2
TMUE_0000001380.1,C2
TMUE_0000001391.1,C2
TMUE_0000001397.1,C2
TMUE_0000001434.1,C2
TMUE_0000001443.1,C2
TMUE_0000001467.1,C2
TMUE_0000001472.1,C2
TMUE_0000001478.1,C2
TMUE_0000001479.1,C2
TMUE_0000001489.1,C2
TMUE_0000001502.1,C2
TMUE_0000001537.1,C2
TMUE_0000001569.1,C2
TMUE_0000001571.4,C2
TMUE_0000001590.1,C2
TMUE_0000001614.1,C2
TMUE_0000001628.1,C2
TMUE_0000001646.1,C2
TMUE_0000001695.1,C2
TMUE_0000001719.1,C2
TMUE_0000001722.1,C2
TMUE_0000001723.1,C2
TMUE_0000001728.1,C2
TMUE_0000001737.2,C2
TMUE_0000001739.1,C2
TMUE_0000001766.1,C2
TMUE_0000001772.1,C2
TMUE_0000001783.1,C2
TMUE_0000001785.1,C2
TMUE_0000001788.1,C2
TMUE_0000001795.1,C2
TMUE_0000001871.1,C2
TMUE_0000001886.1,C2
TMUE_0000001925.1,C2
TMUE_0000001970.1,C2
TMUE_0000001978.1,C2
TMUE_0000001984.1,C2
TMUE_0000001997.1,C2
TMUE_0000002004.1,C2
TMUE_0000002008.1,C2
TMUE_0000002011.1,C2
TMUE_0000002013.1,C2
TMUE_0000002061.1,C2
TMUE_0000002070.1,C2
TMUE_0000002079.1,C2
TMUE_0000002088.1,C2
TMUE_0000002090.1,C2
TMUE_0000002149.1,C2
TMUE_0000002150.1,C2
TMUE_0000002170.1,C2
TMUE_0000002172.1,C2
TMUE_0000002179.1,C2
TMUE_0000002182.1,C2
TMUE_0000002184.1,C2
TMUE_0000002192.1,C2
TMUE_0000002193.1,C2
TMUE_0000002242.1,C2
TMUE_0000002243.1,C2
TMUE_0000002249.1,C2
TMUE_0000002259.1,C2
TMUE_0000002282.1,C2
TMUE_0000002298.1,C2
TMUE_0000002316.1,C2
TMUE_0000002328.1,C2
TMUE_0000002343.1,C2
TMUE_0000002372.1,C2
TMUE_0000002397.1,C2
TMUE_0000002407.1,C2
TMUE_0000002414.1,C2
TMUE_0000002451.1,C2
TMUE_0000002455.1,C2
TMUE_0000002458.1,C2
TMUE_0000002496.1,C2
TMUE_1000002540.1,C2
TMUE_1000002542.1,C2
TMUE_1000002553.1,C2
TMUE_1000002581.1,C2
TMUE_1000002597.1,C2
TMUE_1000002603.1,C2
TMUE_1000002636.1,C2
TMUE_1000002644.1,C2
TMUE_1000002650.1,C2
TMUE_1000002655.1,C2
TMUE_1000002665.1,C2
TMUE_1000002669.1,C2
TMUE_1000002678.1,C2
TMUE_1000002686.1,C2
TMUE_1000002712.1,C2
TMUE_1000002735.1,C2
TMUE_1000002741.1,C2
TMUE_1000002756.1,C2
TMUE_1000002791.1,C2
TMUE_1000002820.1,C2
TMUE_1000002827.1,C2
TMUE_1000002828.1,C2
TMUE_1000002838.1,C2
TMUE_1000002885.1,C2
TMUE_1000002887.1,C2
TMUE_1000002889.1,C2
TMUE_1000002891.1,C2
TMUE_1000002906.1,C2
TMUE_1000002907.1,C2
TMUE_1000002908.1,C2
TMUE_1000002908.2,C2
TMUE_1000002919.1,C2
TMUE_1000002932.1,C2
TMUE_1000002949.1,C2
TMUE_1000002953.3,C2
TMUE_1000002959.1,C2
TMUE_1000002970.1,C2
TMUE_1000002973.1,C2
TMUE_1000003012.1,C2
TMUE_1000003028.1,C2
TMUE_1000003051.1,C2
TMUE_1000003059.1,C2
TMUE_1000003061.1,C2
TMUE_1000003069.1,C2
TMUE_1000003074.1,C2
TMUE_1000003089.1,C2
TMUE_1000003105.1,C2
TMUE_1000003116.1,C2
TMUE_1000003126.1,C2
TMUE_1000003130.1,C2
TMUE_1000003180.3,C2
TMUE_1000003191.1,C2
TMUE_1000003217.1,C2
TMUE_1000003220.1,C2
TMUE_1000003246.1,C2
TMUE_1000003251.1,C2
TMUE_1000003258.2,C2
TMUE_1000003258.3,C2
TMUE_1000003265.1,C2
TMUE_1000003281.1,C2
TMUE_1000003284.1,C2
TMUE_1000003289.1,C2
TMUE_1000003308.1,C2
TMUE_1000003311.1,C2
TMUE_1000003318.1,C2
TMUE_1000003321.1,C2
TMUE_1000003327.1,C2
TMUE_1000003344.1,C2
TMUE_1000003351.1,C2
TMUE_1000003396.1,C2
TMUE_1000003404.1,C2
TMUE_1000003415.1,C2
TMUE_1000003419.1,C2
TMUE_1000003439.2,C2
TMUE_1000003453.2,C2
TMUE_1000003453.3,C2
TMUE_1000003463.1,C2
TMUE_1000003468.3,C2
TMUE_1000003481.1,C2
TMUE_1000003509.1,C2
TMUE_1000003514.1,C2
TMUE_1000003528.1,C2
TMUE_1000003535.3,C2
TMUE_1000003535.4,C2
TMUE_1000003536.1,C2
TMUE_1000003547.1,C2
TMUE_1000003556.1,C2
TMUE_1000003576.1,C2
TMUE_1000003593.1,C2
TMUE_1000003605.3,C2
TMUE_1000003610.1,C2
TMUE_1000003615.11,C2
TMUE_1000003621.1,C2
TMUE_1000003622.1,C2
TMUE_1000003628.1,C2
TMUE_1000003659.1,C2
TMUE_1000003671.1,C2
TMUE_1000003672.1,C2
TMUE_1000003677.2,C2
TMUE_1000003687.1,C2
TMUE_1000003694.1,C2
TMUE_1000003708.2,C2
TMUE_1000003709.2,C2
TMUE_1000003744.1,C2
TMUE_1000003750.1,C2
TMUE_1000003769.4,C2
TMUE_1000003785.1,C2
TMUE_1000003804.1,C2
TMUE_1000003806.1,C2
TMUE_1000003817.1,C2
TMUE_1000003819.3,C2
TMUE_1000003824.4,C2
TMUE_1000003830.1,C2
TMUE_1000003850.1,C2
TMUE_1000003858.1,C2
TMUE_1000003860.1,C2
TMUE_1000003861.2,C2
TMUE_1000003870.1,C2
TMUE_1000003891.1,C2
TMUE_1000003899.3,C2
TMUE_1000003910.3,C2
TMUE_1000003919.1,C2
TMUE_1000003934.1,C2
TMUE_1000003941.1,C2
TMUE_1000003948.1,C2
TMUE_1000003952.1,C2
TMUE_1000003967.1,C2
TMUE_1000003975.4,C2
TMUE_1000003990.1,C2
TMUE_1000003992.3,C2
TMUE_1000003992.4,C2
TMUE_1000003992.5,C2
TMUE_1000003998.1,C2
TMUE_1000004002.1,C2
TMUE_1000004004.1,C2
TMUE_1000004006.1,C2
TMUE_1000004014.1,C2
TMUE_1000004022.1,C2
TMUE_1000004023.1,C2
TMUE_1000004023.2,C2
TMUE_1000004025.1,C2
TMUE_1000004026.1,C2
TMUE_1000004029.4,C2
TMUE_1000004030.1,C2
TMUE_1000004037.5,C2
TMUE_1000004041.1,C2
TMUE_1000004052.10,C2
TMUE_1000004052.4,C2
TMUE_1000004052.7,C2
TMUE_1000004052.9,C2
TMUE_1000004053.1,C2
TMUE_1000004056.1,C2
TMUE_1000004071.1,C2
TMUE_1000004074.1,C2
TMUE_1000004087.1,C2
TMUE_1000004095.1,C2
TMUE_1000004103.1,C2
TMUE_1000004104.1,C2
TMUE_1000004120.1,C2
TMUE_1000004136.1,C2
TMUE_1000004151.1,C2
TMUE_1000004154.1,C2
TMUE_1000004175.4,C2
TMUE_1000004184.3,C2
TMUE_1000004189.1,C2
TMUE_1000004191.1,C2
TMUE_1000004194.3,C2
TMUE_1000004198.1,C2
TMUE_1000004199.2,C2
TMUE_1000004204.1,C2
TMUE_1000004226.1,C2
TMUE_1000004255.1,C2
TMUE_1000004278.2,C2
TMUE_1000004285.1,C2
TMUE_1000004359.3,C2
TMUE_1000004361.1,C2
TMUE_1000004366.2,C2
TMUE_1000004372.1,C2
TMUE_1000004389.1,C2
TMUE_1000004435.1,C2
TMUE_1000004486.1,C2
TMUE_1000004548.1,C2
TMUE_1000004575.1,C2
TMUE_1000004582.1,C2
TMUE_1000004591.1,C2
TMUE_1000004592.1,C2
TMUE_1000004599.2,C2
TMUE_1000004603.1,C2
TMUE_1000004628.1,C2
TMUE_1000004637.1,C2
TMUE_1000004765.1,C2
TMUE_1000004773.1,C2
TMUE_1000004785.1,C2
TMUE_1000004835.1,C2
TMUE_1000004883.1,C2
TMUE_1000004965.1,C2
TMUE_1000004997.4,C2
TMUE_1000004999.1,C2
TMUE_1000005026.1,C2
TMUE_1000005034.1,C2
TMUE_1000005043.1,C2
TMUE_1000005052.1,C2
TMUE_1000005058.1,C2
TMUE_1000005102.1,C2
TMUE_1000005105.1,C2
TMUE_1000005106.1,C2
TMUE_1000005107.1,C2
TMUE_1000005117.1,C2
TMUE_1000005145.1,C2
TMUE_1000005160.1,C2
TMUE_1000005197.1,C2
TMUE_1000005249.1,C2
TMUE_1000005264.2,C2
TMUE_1000005265.2,C2
TMUE_1000005273.1,C2
TMUE_1000005288.1,C2
TMUE_1000005296.1,C2
TMUE_1000005310.1,C2
TMUE_1000005317.1,C2
TMUE_1000005327.1,C2
TMUE_1000005346.1,C2
TMUE_1000005350.1,C2
TMUE_1000005371.1,C2
TMUE_1000005373.1,C2
TMUE_1000005389.1,C2
TMUE_1000005399.1,C2
TMUE_1000005416.1,C2
TMUE_1000005454.1,C2
TMUE_1000005456.2,C2
TMUE_1000005458.1,C2
TMUE_1000005504.1,C2
TMUE_1000005542.3,C2
TMUE_1000005553.1,C2
TMUE_1000005555.1,C2
TMUE_1000005568.1,C2
TMUE_1000005591.1,C2
TMUE_1000005593.1,C2
TMUE_1000005599.1,C2
TMUE_1000005602.1,C2
TMUE_1000005617.1,C2
TMUE_1000005629.1,C2
TMUE_1000005631.1,C2
TMUE_1000005632.4,C2
TMUE_1000005660.1,C2
TMUE_1000005663.1,C2
TMUE_1000005689.1,C2
TMUE_1000005694.1,C2
TMUE_1000005711.1,C2
TMUE_1000005725.1,C2
TMUE_1000005737.1,C2
TMUE_1000005757.1,C2
TMUE_1000005807.1,C2
TMUE_1000005809.1,C2
TMUE_1000005864.1,C2
TMUE_1000005866.1,C2
TMUE_1000005886.1,C2
TMUE_1000005890.3,C2
TMUE_1000005903.1,C2
TMUE_1000005923.1,C2
TMUE_1000005946.1,C2
TMUE_1000005953.1,C2
TMUE_1000005984.1,C2
TMUE_1000006006.1,C2
TMUE_2000006043.1,C2
TMUE_2000006145.1,C2
TMUE_2000006150.1,C2
TMUE_2000006158.1,C2
TMUE_2000006166.1,C2
TMUE_2000006189.1,C2
TMUE_2000006193.1,C2
TMUE_2000006196.1,C2
TMUE_2000006215.1,C2
TMUE_2000006216.1,C2
TMUE_2000006223.1,C2
TMUE_2000006247.2,C2
TMUE_2000006250.2,C2
TMUE_2000006256.1,C2
TMUE_2000006298.1,C2
TMUE_2000006318.1,C2
TMUE_2000006329.1,C2
TMUE_2000006336.1,C2
TMUE_2000006366.1,C2
TMUE_2000006396.2,C2
TMUE_2000006404.2,C2
TMUE_2000006418.2,C2
TMUE_2000006439.2,C2
TMUE_2000006483.1,C2
TMUE_2000006493.1,C2
TMUE_2000006508.1,C2
TMUE_2000006520.1,C2
TMUE_2000006525.1,C2
TMUE_2000006528.1,C2
TMUE_2000006547.1,C2
TMUE_2000006569.1,C2
TMUE_2000006607.1,C2
TMUE_2000006618.1,C2
TMUE_2000006637.1,C2
TMUE_2000006667.1,C2
TMUE_2000006697.1,C2
TMUE_2000006816.1,C2
TMUE_2000006850.1,C2
TMUE_2000006912.4,C2
TMUE_2000006918.1,C2
TMUE_2000006962.1,C2
TMUE_2000007028.1,C2
TMUE_2000007064.1,C2
TMUE_2000007067.2,C2
TMUE_2000007083.1,C2
TMUE_2000007112.3,C2
TMUE_2000007150.1,C2
TMUE_2000007155.1,C2
TMUE_2000007182.3,C2
TMUE_2000007187.1,C2
TMUE_2000007220.1,C2
TMUE_2000007249.1,C2
TMUE_2000007259.1,C2
TMUE_2000007312.1,C2
TMUE_2000007355.1,C2
TMUE_2000007370.1,C2
TMUE_2000007371.1,C2
TMUE_2000007395.6,C2
TMUE_2000007409.1,C2
TMUE_2000007422.1,C2
TMUE_2000007424.1,C2
TMUE_2000007436.1,C2
TMUE_2000007447.1,C2
TMUE_2000007448.2,C2
TMUE_2000007454.2,C2
TMUE_2000007470.1,C2
TMUE_2000007471.1,C2
TMUE_2000007472.1,C2
TMUE_2000007524.1,C2
TMUE_2000007531.1,C2
TMUE_2000007545.1,C2
TMUE_2000007546.1,C2
TMUE_2000007554.1,C2
TMUE_2000007564.2,C2
TMUE_2000007573.3,C2
TMUE_2000007594.1,C2
TMUE_2000007595.1,C2
TMUE_2000007596.1,C2
TMUE_2000007622.2,C2
TMUE_2000007692.1,C2
TMUE_2000007696.1,C2
TMUE_2000007712.1,C2
TMUE_2000007741.1,C2
TMUE_2000007753.1,C2
TMUE_2000007771.3,C2
TMUE_2000007789.3,C2
TMUE_2000007791.1,C2
TMUE_2000007832.2,C2
TMUE_2000007886.1,C2
TMUE_2000007954.2,C2
TMUE_2000007954.4,C2
TMUE_2000007954.5,C2
TMUE_2000007958.1,C2
TMUE_2000007976.1,C2
TMUE_2000008007.1,C2
TMUE_2000008028.1,C2
TMUE_2000008032.1,C2
TMUE_2000008071.1,C2
TMUE_2000008092.1,C2
TMUE_2000008117.2,C2
TMUE_2000008132.1,C2
TMUE_2000008139.5,C2
TMUE_2000008149.1,C2
TMUE_2000008150.1,C2
TMUE_2000008176.1,C2
TMUE_2000008197.1,C2
TMUE_2000008254.1,C2
TMUE_2000008261.1,C2
TMUE_2000008265.1,C2
TMUE_2000008307.2,C2
TMUE_2000008315.1,C2
TMUE_2000008418.2,C2
TMUE_2000008490.1,C2
TMUE_2000008501.1,C2
TMUE_2000008506.1,C2
TMUE_2000008537.1,C2
TMUE_2000008557.1,C2
TMUE_2000008597.2,C2
TMUE_2000008607.1,C2
TMUE_2000008608.1,C2
TMUE_2000008612.1,C2
TMUE_2000008621.2,C2
TMUE_2000008626.3,C2
TMUE_2000008651.1,C2
TMUE_2000008715.2,C2
TMUE_2000008793.1,C2
TMUE_2000008833.1,C2
TMUE_2000008834.1,C2
TMUE_2000008854.1,C2
TMUE_2000008862.1,C2
TMUE_2000008952.1,C2
TMUE_2000008961.1,C2
TMUE_2000008967.1,C2
TMUE_2000008988.1,C2
TMUE_2000009019.1,C2
TMUE_2000009023.1,C2
TMUE_2000009092.1,C2
TMUE_2000009103.1,C2
TMUE_2000009134.3,C2
TMUE_2000009172.1,C2
TMUE_2000009187.1,C2
TMUE_2000009189.1,C2
TMUE_2000009203.1,C2
TMUE_2000009206.1,C2
TMUE_2000009221.1,C2
TMUE_2000009223.1,C2
TMUE_2000009245.1,C2
TMUE_2000009250.1,C2
TMUE_2000009266.1,C2
TMUE_2000009278.1,C2
TMUE_2000009279.1,C2
TMUE_2000009330.1,C2
TMUE_2000009342.5,C2
TMUE_2000009365.1,C2
TMUE_2000009399.1,C2
TMUE_2000009419.1,C2
TMUE_2000009431.1,C2
TMUE_2000009530.1,C2
TMUE_2000009535.1,C2
TMUE_2000009538.1,C2
TMUE_2000009554.1,C2
TMUE_2000009566.1,C2
TMUE_2000009628.1,C2
TMUE_2000009657.1,C2
TMUE_2000009662.1,C2
TMUE_2000009676.1,C2
TMUE_2000009681.1,C2
TMUE_2000009738.1,C2
TMUE_2000009749.1,C2
TMUE_2000009752.2,C2
TMUE_2000009753.2,C2
TMUE_2000009764.1,C2
TMUE_2000009794.1,C2
TMUE_2000009803.3,C2
TMUE_2000009805.3,C2
TMUE_2000009821.1,C2
TMUE_2000009825.1,C2
TMUE_2000009849.1,C2
TMUE_2000009865.1,C2
TMUE_2000009878.1,C2
TMUE_2000009886.1,C2
TMUE_2000009922.1,C2
TMUE_2000009971.1,C2
TMUE_2000009984.1,C2
TMUE_2000010000.1,C2
TMUE_2000010009.1,C2
TMUE_2000010026.1,C2
TMUE_2000010037.1,C2
TMUE_2000010053.1,C2
TMUE_2000010066.1,C2
TMUE_2000010072.1,C2
TMUE_2000010083.1,C2
TMUE_2000010094.1,C2
TMUE_2000010130.1,C2
TMUE_2000010136.1,C2
TMUE_2000010137.1,C2
TMUE_2000010201.1,C2
TMUE_2000010215.5,C2
TMUE_2000010221.2,C2
TMUE_2000010230.1,C2
TMUE_2000010239.1,C2
TMUE_2000010277.1,C2
TMUE_2000010293.1,C2
TMUE_2000010302.1,C2
TMUE_2000010315.2,C2
TMUE_2000010316.1,C2
TMUE_2000010317.1,C2
TMUE_2000010318.1,C2
TMUE_2000010337.1,C2
TMUE_2000010394.1,C2
TMUE_2000010417.1,C2
TMUE_2000010419.1,C2
TMUE_2000010458.1,C2
TMUE_2000010465.1,C2
TMUE_2000010476.1,C2
TMUE_2000010495.1,C2
TMUE_2000010500.1,C2
TMUE_2000010502.1,C2
TMUE_2000010516.1,C2
TMUE_2000010526.1,C2
TMUE_2000010527.2,C2
TMUE_2000010538.1,C2
TMUE_2000010550.4,C2
TMUE_2000010553.1,C2
TMUE_2000010561.1,C2
TMUE_2000010572.3,C2
TMUE_2000010590.1,C2
TMUE_2000010591.1,C2
TMUE_2000010595.1,C2
TMUE_2000010607.2,C2
TMUE_2000010611.1,C2
TMUE_2000010629.1,C2
TMUE_2000010659.1,C2
TMUE_2000010692.2,C2
TMUE_2000010702.1,C2
TMUE_3000010749.1,C2
TMUE_3000010844.2,C2
TMUE_3000010848.1,C2
TMUE_3000010853.1,C2
TMUE_3000010864.1,C2
TMUE_3000010895.1,C2
TMUE_3000010900.1,C2
TMUE_3000010921.1,C2
TMUE_3000010962.8,C2
TMUE_3000010972.1,C2
TMUE_3000010975.1,C2
TMUE_3000010993.1,C2
TMUE_3000011003.1,C2
TMUE_3000011012.1,C2
TMUE_3000011021.1,C2
TMUE_3000011022.1,C2
TMUE_3000011064.1,C2
TMUE_3000011079.1,C2
TMUE_3000011084.3,C2
TMUE_3000011090.5,C2
TMUE_3000011091.1,C2
TMUE_3000011101.1,C2
TMUE_3000011131.1,C2
TMUE_3000011144.1,C2
TMUE_3000011173.1,C2
TMUE_3000011209.1,C2
TMUE_3000011216.1,C2
TMUE_3000011294.2,C2
TMUE_3000011299.1,C2
TMUE_3000011338.2,C2
TMUE_3000011373.2,C2
TMUE_3000011397.1,C2
TMUE_3000011402.2,C2
TMUE_3000011411.1,C2
TMUE_3000011414.1,C2
TMUE_3000011418.1,C2
TMUE_3000011424.1,C2
TMUE_3000011461.3,C2
TMUE_3000011483.1,C2
TMUE_3000011495.2,C2
TMUE_3000011506.1,C2
TMUE_3000011537.1,C2
TMUE_3000011549.1,C2
TMUE_3000011555.1,C2
TMUE_3000011560.1,C2
TMUE_3000011584.2,C2
TMUE_3000011596.1,C2
TMUE_3000011605.1,C2
TMUE_3000011614.1,C2
TMUE_3000011615.1,C2
TMUE_3000011631.1,C2
TMUE_3000011632.1,C2
TMUE_3000011669.1,C2
TMUE_3000011672.1,C2
TMUE_3000011679.1,C2
TMUE_3000011694.2,C2
TMUE_3000011736.1,C2
TMUE_3000011745.3,C2
TMUE_3000011784.1,C2
TMUE_3000011823.1,C2
TMUE_3000011838.1,C2
TMUE_3000011854.2,C2
TMUE_3000011856.1,C2
TMUE_3000011859.1,C2
TMUE_3000011872.1,C2
TMUE_3000011879.1,C2
TMUE_3000011901.1,C2
TMUE_3000011981.1,C2
TMUE_3000012016.1,C2
TMUE_3000012045.1,C2
TMUE_3000012063.1,C2
TMUE_3000012083.1,C2
TMUE_3000012101.1,C2
TMUE_3000012104.1,C2
TMUE_3000012151.1,C2
TMUE_3000012184.1,C2
TMUE_3000012191.2,C2
TMUE_3000012198.1,C2
TMUE_3000012204.1,C2
TMUE_3000012213.1,C2
TMUE_3000012228.1,C2
TMUE_3000012245.1,C2
TMUE_3000012246.2,C2
TMUE_3000012266.1,C2
TMUE_3000012267.1,C2
TMUE_3000012300.1,C2
TMUE_3000012317.1,C2
TMUE_3000012320.1,C2
TMUE_3000012324.1,C2
TMUE_3000012334.1,C2
TMUE_3000012339.2,C2
TMUE_3000012372.1,C2
TMUE_3000012374.1,C2
TMUE_3000012407.1,C2
TMUE_3000012409.3,C2
TMUE_3000012416.1,C2
TMUE_3000012430.2,C2
TMUE_3000012472.1,C2
TMUE_3000012475.1,C2
TMUE_3000012479.1,C2
TMUE_3000012490.1,C2
TMUE_3000012492.2,C2
TMUE_3000012507.1,C2
TMUE_3000012537.1,C2
TMUE_3000012549.1,C2
TMUE_3000012561.1,C2
TMUE_3000012568.1,C2
TMUE_3000012581.2,C2
TMUE_3000012593.1,C2
TMUE_3000012643.1,C2
TMUE_3000012663.1,C2
TMUE_3000012675.1,C2
TMUE_3000012715.1,C2
TMUE_3000012727.1,C2
TMUE_3000012730.1,C2
TMUE_3000012733.1,C2
TMUE_3000012740.1,C2
TMUE_3000012793.1,C2
TMUE_3000012794.1,C2
TMUE_3000012859.1,C2
TMUE_3000012881.1,C2
TMUE_3000012898.1,C2
TMUE_3000012916.2,C2
TMUE_3000012922.1,C2
TMUE_3000012933.1,C2
TMUE_3000012949.1,C2
TMUE_3000012962.1,C2
TMUE_3000012975.1,C2
TMUE_3000012988.1,C2
TMUE_3000013003.1,C2
TMUE_3000013023.1,C2
TMUE_3000013025.3,C2
TMUE_3000013032.1,C2
TMUE_3000013033.1,C2
TMUE_3000013057.1,C2
TMUE_3000013060.4,C2
TMUE_3000013064.3,C2
TMUE_3000013084.1,C2
TMUE_3000013088.2,C2
TMUE_3000013091.2,C2
TMUE_3000013094.1,C2
TMUE_3000013096.5,C2
TMUE_3000013110.1,C2
TMUE_3000013132.1,C2
TMUE_3000013133.1,C2
TMUE_3000013145.1,C2
TMUE_3000013147.1,C2
TMUE_3000013154.3,C2
TMUE_3000013167.1,C2
TMUE_3000013183.1,C2
TMUE_3000013193.2,C2
TMUE_3000013239.1,C2
TMUE_3000013242.1,C2
TMUE_3000013258.1,C2
TMUE_3000013300.1,C2
TMUE_3000013323.1,C2
TMUE_3000013334.1,C2
TMUE_3000013338.1,C2
TMUE_3000013353.1,C2
TMUE_3000013362.1,C2
TMUE_3000013370.1,C2
TMUE_3000013373.1,C2
TMUE_3000013379.4,C2
TMUE_3000013385.1,C2
TMUE_3000013386.1,C2
TMUE_3000013397.1,C2
TMUE_3000013398.1,C2
TMUE_3000013405.1,C2
TMUE_3000013415.1,C2
TMUE_3000013419.1,C2
TMUE_3000013424.1,C2
TMUE_3000013431.1,C2
TMUE_3000013435.1,C2
TMUE_3000013445.1,C2
TMUE_3000013459.1,C2
TMUE_3000013464.2,C2
TMUE_3000013483.1,C2
TMUE_3000013483.2,C2
TMUE_3000013487.1,C2
TMUE_3000013498.1,C2
TMUE_3000013509.1,C2
TMUE_3000013548.2,C2
TMUE_3000013548.4,C2
TMUE_3000013548.5,C2
TMUE_3000013553.2,C2
TMUE_3000013596.1,C2
TMUE_3000013608.1,C2
TMUE_3000013613.1,C2
TMUE_3000013623.1,C2
TMUE_3000013634.1,C2
TMUE_3000013640.1,C2
TMUE_3000013643.1,C2
TMUE_3000013652.1,C2
TMUE_3000013653.1,C2
TMUE_3000013668.2,C2
TMUE_3000013668.4,C2
TMUE_3000013684.1,C2
TMUE_3000013690.1,C2
TMUE_3000013700.1,C2
TMUE_3000013709.1,C2
TMUE_3000013719.1,C2
TMUE_3000013725.4,C2
TMUE_3000013731.1,C2
TMUE_3000013732.1,C2
TMUE_3000013735.1,C2
TMUE_3000013744.1,C2
TMUE_3000013755.1,C2
TMUE_3000013763.1,C2
TMUE_3000013770.1,C2
TMUE_3000013775.1,C2
TMUE_3000013782.1,C2
TMUE_3000013811.1,C2
TMUE_3000013812.1,C2
TMUE_3000013813.1,C2
TMUE_3000013820.1,C2
TMUE_3000013821.1,C2
TMUE_3000013823.1,C2
TMUE_3000013825.1,C2
TMUE_3000013825.3,C2
TMUE_3000013835.1,C2
TMUE_3000013838.1,C2
TMUE_3000013840.5,C2
TMUE_3000013878.1,C2
TMUE_3000013879.1,C2
TMUE_3000013883.1,C2
TMUE_3000013895.1,C2
TMUE_3000013897.1,C2
TMUE_3000013898.1,C2
TMUE_3000013905.1,C2
TMUE_3000013907.1,C2
TMUE_3000013932.1,C2
TMUE_3000013944.1,C2
TMUE_3000013962.5,C2
TMUE_3000013969.1,C2
TMUE_3000013976.1,C2
TMUE_3000013982.1,C2
TMUE_3000014004.1,C2
TMUE_3000014044.1,C2
TMUE_3000014054.1,C2
TMUE_3000014056.1,C2
TMUE_3000014067.1,C2
TMUE_3000014075.1,C2
TMUE_3000014087.1,C2
TMUE_3000014093.1,C2
TMUE_3000014104.1,C2
TMUE_3000014111.2,C2
TMUE_3000014121.1,C2
TMUE_3000014143.2,C2
TMUE_3000014144.1,C2
TMUE_3000014162.1,C2
TMUE_3000014175.2,C2
TMUE_3000014187.1,C2
TMUE_3000014190.1,C2
TMUE_3000014227.1,C2
TMUE_3000014240.1,C2
TMUE_3000014241.1,C2
TMUE_3000014243.1,C2
TMUE_3000014244.5,C2
TMUE_3000014272.2,C2
TMUE_3000014273.1,C2
TMUE_3000014274.3,C2
TMUE_3000014293.1,C2
TMUE_3000014321.1,C2
TMUE_3000014339.1,C2
TMUE_3000014356.1,C2
TMUE_3000014372.1,C2
TMUE_3000014408.3,C2
TMUE_3000014423.1,C2
TMUE_3000014430.1,C2
TMUE_3000014434.1,C2
TMUE_3000014449.1,C2
TMUE_3000014460.1,C2
TMUE_3000014479.1,C2
TMUE_3000014486.1,C2
TMUE_3000014523.1,C2
TMUE_3000014532.1,C2
TMUE_3000014539.1,C2
TMUE_3000014544.2,C2
TMUE_3000014548.1,C2
TMUE_3000014549.1,C2
TMUE_3000014556.1,C2
TMUE_3000014558.2,C2
TMUE_3000014559.1,C2
TMUE_3000014565.1,C2
TMUE_3000014582.1,C2
TMUE_3000014599.1,C2
TMUE_3000014611.1,C2
TMUE_3000014619.1,C2
TMUE_3000014619.2,C2
