,L1_Unhatched_2,L1_Unhatched_3,L1_Unhatched_4,L1_Unhatched_5,L1_Unhatched_6,L1_Hatched_1,L1_Hatched_2,L1_Hatched_3,L1_3hr_2,L1_3hr_3,L1_3hr_4,L1_3hr_6,L1_24hr_1,L1_24hr_2,L1_24hr_3,L1_24hr_4,L1_24hr_5,L1_24hr_6,L2_1,L2_2,L2_3,L2_4,L2_5,L2_6
TMUE_0000000240.1,210,120,1051,196,126,44,36,46,64,22,51,10,22,64,48,26,23,42,148,168,346,126,188,300
TMUE_0000000241.1,2,2,7,9,2,0,0,2,0,0,1,0,0,0,1,0,0,2,18,8,8,11,8,3
TMUE_0000000242.1,2,1,36,0,0,11,3,0,18,0,0,3,0,8,46,8,5,33,41,83,251,98,115,259
TMUE_0000000243.1,31,8,112,25,8,2,1,2,1,2,3,0,2,2,5,2,1,1,26,43,58,60,37,51
TMUE_0000000244.1,8,9,26,10,2,4,0,8,0,0,0,0,0,0,0,0,2,0,3,1,9,2,2,6
TMUE_0000000245.1,2,26,62,112,0,0,11,10,0,0,3,0,0,2,0,0,0,0,2,0,0,0,5,3
TMUE_0000000246.1,1,0,30,1,0,0,1,0,0,0,2,0,0,2,2,0,0,0,0,0,6,1,2,6
TMUE_0000000247.1,722,1442,357,1124,1586,338,23,1166,42,142,260,88,95,276,240,136,41,410,656,1865,72,1204,1182,110
TMUE_0000000248.1,28,18,20,31,12,8,0,10,0,5,8,2,0,2,4,0,0,4,7,3,2,12,4,2
TMUE_0000000249.1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,11,0,0,0
TMUE_0000000250.1,92,86,130,56,48,48,4,50,0,5,12,1,2,12,26,5,2,12,34,58,24,44,66,18
TMUE_0000000251.1,126,80,140,68,98,46,6,28,0,10,3,2,8,15,30,6,0,11,24,34,42,36,92,25
TMUE_0000000252.1,33,25,32,20,19,6,2,4,0,0,7,0,0,7,2,0,2,2,12,17,5,27,50,4
TMUE_0000000253.1,146,36,122,180,36,14,4,23,8,4,10,8,12,80,50,10,6,58,178,202,16,140,273,27
TMUE_0000000254.1,59,35,189,31,18,16,0,10,0,21,0,0,19,38,28,10,21,20,42,112,53,47,93,26
TMUE_0000000255.1,81,30,31,81,25,21,0,20,3,21,20,1,27,54,73,34,15,48,117,193,0,147,115,8
TMUE_0000000256.1,76,55,52,81,17,44,0,37,0,14,10,0,0,5,5,0,0,2,25,17,7,12,23,10
TMUE_0000000257.1,0,0,249,0,31,1,7,22,0,0,0,11,0,0,0,4,0,12,0,0,42,0,0,56
TMUE_0000000258.1,1052,516,499,384,277,214,22,68,32,132,110,2,33,232,312,20,20,178,102,171,95,320,516,96
TMUE_0000000262.1,0,6,19,2,0,0,0,0,1,0,0,5,0,0,0,0,3,3,70,560,77,472,362,86
TMUE_0000000263.1,44,22,39,82,10,8,0,0,0,0,0,0,5,0,0,0,0,6,28,54,16,56,114,0
TMUE_0000000264.1,25,20,60,36,30,13,2,14,2,0,14,4,0,12,15,6,3,14,56,58,8,16,40,9
TMUE_0000000265.1,199,45,267,82,27,30,10,7,0,0,6,6,0,0,18,2,0,14,7,5,24,0,0,20
TMUE_0000000266.1,382,166,212,192,84,80,4,58,21,52,46,4,9,56,70,17,10,65,52,66,42,88,122,37
TMUE_0000000267.1,93,74,134,44,20,20,17,8,12,2,4,2,6,9,16,6,4,16,24,24,26,22,42,22
TMUE_0000000268.1,519,237,654,432,268,179,86,223,35,49,33,9,20,49,50,30,11,35,147,130,77,64,141,153
TMUE_0000000269.1,123,64,362,96,50,28,20,70,2,14,10,4,5,26,8,4,3,18,164,102,120,80,82,104
TMUE_0000000270.1,150,168,170,188,98,51,12,90,9,16,13,10,4,14,18,12,4,20,364,320,52,340,192,60
TMUE_0000000271.1,52,26,40,38,19,3,4,16,10,8,11,2,12,9,12,10,4,16,89,58,13,31,60,9
TMUE_0000000272.1,134,116,86,256,78,42,1,64,6,17,32,11,34,66,50,61,12,59,198,317,33,309,108,48
TMUE_0000000274.1,6,2,11,8,5,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TMUE_0000000275.1,0,3,0,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,10,14,12,12,10,8
TMUE_0000000276.1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
TMUE_0000000277.1,4,1,18,2,3,1,0,0,0,1,0,0,0,2,1,0,0,2,1,0,8,2,0,6
TMUE_0000000278.1,1,0,39,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,24,0,2,16
TMUE_0000000279.1,3,11,8,7,3,1,0,1,0,1,0,0,0,0,2,0,0,0,2,3,1,0,1,0
TMUE_0000000280.1,14,4,32,18,4,1,4,4,9,0,1,0,38,164,232,32,20,132,126,152,31,118,268,21
TMUE_0000000281.1,13,5,27,11,0,0,0,2,0,7,6,0,0,11,11,1,0,8,22,14,4,25,20,0
TMUE_0000000282.1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,0,4,3,2,8,2,10,14
TMUE_0000000283.1,328,216,598,123,128,60,33,50,41,45,41,13,3,83,52,24,16,69,232,175,322,85,273,144
TMUE_0000000284.1,52,9,154,0,7,10,43,0,1,2,1,0,5,1,0,0,2,4,1,0,46,0,0,21
TMUE_0000000285.1,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,2,1,0,0,0,102,0,10,13
TMUE_0000000286.1,0,0,0,0,0,14,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
TMUE_0000000287.1,264,143,480,240,206,197,48,37,20,83,68,0,0,93,197,55,13,23,330,178,0,112,313,104
TMUE_0000000289.1,132,106,70,156,47,51,4,44,10,14,20,12,13,41,32,13,4,24,40,98,9,93,90,16
TMUE_0000000290.1,366,220,300,215,147,100,24,18,21,60,69,8,18,108,106,18,8,83,46,126,208,144,318,130
TMUE_0000000291.1,23,19,56,34,24,13,0,8,0,4,4,0,2,12,12,4,7,10,55,50,1,30,33,4
TMUE_0000000292.1,3336,2610,8744,1646,1806,1290,875,618,432,406,620,218,229,790,954,333,344,851,1412,1862,10382,2208,3377,7297
TMUE_0000000293.1,208,62,144,111,63,52,5,43,15,60,54,1,55,122,160,36,14,115,288,148,67,148,176,47
TMUE_0000000294.1,136,54,70,71,32,45,5,18,0,4,7,2,4,12,8,4,7,10,21,32,10,32,32,4
TMUE_0000000295.1,37,11,16,46,20,10,10,20,0,5,2,2,19,12,4,5,2,11,24,44,16,56,65,32
TMUE_0000000296.1,29,18,68,17,9,9,0,11,4,1,2,5,2,19,5,8,5,10,79,49,31,48,34,39
TMUE_0000000297.1,7,4,23,20,8,6,2,15,2,3,6,1,2,0,2,2,2,2,4,2,2,5,2,2
TMUE_0000000298.1,12,13,36,6,7,0,0,1,0,0,0,0,0,4,1,0,0,1,12,0,0,15,7,0
TMUE_0000000299.1,62,44,99,35,52,50,0,31,0,16,18,0,22,47,20,15,2,38,35,69,74,41,52,74
TMUE_0000000300.1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,3,0,0,7
TMUE_0000000301.1,777,354,332,312,227,162,6,225,24,93,43,8,20,82,91,33,12,40,142,84,22,178,124,28
TMUE_0000000302.1,65,30,78,62,14,17,0,0,0,15,4,0,0,27,20,0,9,11,0,22,45,60,69,43
TMUE_0000000303.1,4,7,74,4,3,0,4,0,0,0,1,0,0,0,1,0,2,0,0,0,20,2,0,26
TMUE_0000000304.1,265,66,154,47,21,41,8,5,0,9,2,1,3,32,37,2,1,22,3,7,16,13,25,18
TMUE_0000000305.1,12,9,10,8,7,2,0,8,0,1,0,0,0,0,2,2,0,0,10,6,2,4,4,2
TMUE_0000000306.1,0,2,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
TMUE_0000000307.1,878,490,405,548,266,190,20,292,55,86,97,35,54,94,166,56,26,66,300,181,76,160,200,72
TMUE_0000000308.1,3,0,5,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TMUE_0000000310.1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,2,2,0,2,4,0,0,6,0,0
TMUE_0000000311.1,585,424,433,440,209,57,4,118,15,71,200,34,63,166,259,58,0,203,227,328,0,253,549,158
TMUE_0000000312.1,32,16,52,20,24,2,4,10,3,0,0,1,0,1,10,2,2,4,230,132,130,89,96,129
TMUE_0000000313.1,2,4,6,1,5,1,0,1,0,0,0,0,0,2,2,0,0,0,0,0,2,0,1,6
TMUE_0000000314.1,156,77,309,128,79,26,13,92,68,0,27,0,15,0,7,0,14,20,98,121,99,13,39,61
TMUE_0000000315.1,318,178,184,236,196,118,12,172,11,30,28,18,16,24,45,14,8,30,334,218,18,97,150,16
TMUE_0000000317.1,522,176,167,376,52,105,23,186,18,47,127,20,35,247,111,45,49,166,416,700,103,511,599,217
TMUE_0000000317.2,13,64,78,0,110,0,0,0,0,7,0,0,0,16,17,16,0,19,15,8,180,47,35,114
TMUE_0000000317.3,0,0,0,0,0,63,0,0,3,33,143,5,0,45,89,45,0,44,282,63,0,198,44,0
TMUE_0000000318.1,27,21,16,32,22,15,0,26,0,6,6,4,4,4,4,5,0,2,22,14,2,12,12,2
TMUE_0000000319.1,0,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
TMUE_0000000320.1,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,2,0,5,0,3,2
TMUE_0000000321.1,0,0,0,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2,0,4,1,4
TMUE_0000000322.1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TMUE_0000000323.1,440,149,307,109,106,81,0,0,0,34,0,0,0,0,43,0,0,0,47,0,0,44,65,0
TMUE_0000000324.1,29,37,20,33,37,15,0,40,0,3,10,0,0,0,5,2,0,7,37,123,9,80,66,8
TMUE_0000000325.1,144,112,154,241,103,64,4,95,20,40,134,24,23,62,58,48,10,66,128,200,16,138,143,22
TMUE_0000000326.1,313,110,212,263,129,57,7,121,0,54,104,25,0,17,58,9,28,23,107,92,60,49,18,66
TMUE_0000000328.1,97,58,132,87,19,20,0,36,1,8,15,1,23,14,25,15,5,30,103,77,71,48,106,74
TMUE_0000000329.1,114,150,210,125,71,56,4,49,0,8,13,2,8,27,3,7,10,13,53,71,28,15,31,41
TMUE_0000000330.1,10,10,26,18,6,8,4,8,2,8,6,1,2,6,4,3,0,2,16,20,19,15,13,14
TMUE_0000000331.1,6,6,16,22,10,4,0,10,2,6,6,0,2,6,4,0,1,6,28,26,16,28,18,16
TMUE_0000000332.1,8,35,22,8,0,7,0,0,14,0,14,0,0,7,2,0,0,0,0,11,22,10,5,14
TMUE_0000000333.1,22,7,56,30,6,3,3,10,0,2,4,2,0,6,4,4,0,1,12,8,16,9,15,10
TMUE_0000000334.1,15,10,18,28,5,7,3,10,0,0,0,7,0,0,0,8,3,1,0,0,15,4,0,10
TMUE_0000000335.1,9,3,5,9,2,7,1,3,0,0,1,0,0,0,0,1,0,0,1,1,8,1,1,4
TMUE_0000000336.1,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
TMUE_0000000337.1,40085,92053,81734,77140,134039,17140,3355,70434,10831,13110,13469,5102,228,597,1076,519,132,649,406,670,1200,368,2761,372
TMUE_0000000338.1,629,1850,455,1356,2158,249,3,1667,43,150,239,96,25,30,48,28,8,63,205,204,3,165,167,2
TMUE_0000000338.2,7129,12541,5655,12194,13185,3378,101,12176,1063,2764,4385,1572,271,441,405,279,104,447,1711,1581,78,1672,1190,73
TMUE_0000000339.1,80,56,51,46,17,11,1,21,0,3,2,2,2,0,8,17,0,12,32,39,4,48,42,4
TMUE_0000000340.1,29,16,8,55,11,4,0,0,11,9,8,1,0,14,4,1,2,0,74,60,0,70,34,0
TMUE_0000000341.1,4,0,6,6,2,0,2,0,0,0,1,0,6,3,2,2,0,4,23,16,15,24,21,26
TMUE_0000000342.1,10,6,7,8,5,0,0,5,0,0,0,0,0,5,1,0,0,0,0,1,8,0,13,6
TMUE_0000000343.1,144,58,145,103,36,36,5,35,0,21,22,13,8,49,40,16,9,23,444,258,66,151,249,64
TMUE_0000000344.1,134,43,45,62,74,46,4,113,20,19,105,16,26,142,59,98,4,82,432,232,33,151,248,67
TMUE_0000000344.2,0,0,0,0,0,0,0,0,24,26,0,0,0,0,0,0,0,0,12,0,0,0,0,0
TMUE_0000000345.1,0,0,0,41,24,0,0,0,0,0,8,0,5,0,14,0,0,0,1,0,0,2,0,0
TMUE_0000000346.1,53,35,734,137,97,36,41,23,43,5,13,5,3,17,41,24,15,18,58,67,284,28,37,260
TMUE_0000000347.1,1234,1185,640,1014,1007,513,38,1546,40,136,90,46,39,17,1,51,11,79,67,2,0,13,3,8
TMUE_0000000347.2,18,23,32,17,17,17,0,89,12,0,0,0,12,0,29,3,0,3,19,22,0,0,0,0
TMUE_0000000347.3,55,26,148,67,18,0,10,49,14,7,0,0,0,74,67,14,0,40,44,21,0,33,45,0
TMUE_0000000348.1,66,30,42,37,37,0,0,53,0,17,27,12,0,17,17,13,10,44,174,75,16,57,24,0
TMUE_0000000348.2,12,11,42,0,0,7,3,0,5,0,0,0,5,18,0,0,0,0,0,17,13,10,70,19
TMUE_0000000348.3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,0,9,0,0
TMUE_0000000348.4,0,6,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
TMUE_0000000349.1,34,23,10,17,5,6,1,13,1,0,2,0,2,4,0,0,0,0,19,9,9,8,5,9
TMUE_0000000350.1,0,0,10,9,5,0,0,1,0,2,0,0,0,0,0,0,2,0,0,2,2,0,2,9
TMUE_0000000351.1,98,42,65,114,30,16,4,48,0,5,26,4,20,10,21,12,0,27,95,52,7,45,72,11
TMUE_0000000352.1,19,7,8,10,20,15,0,11,0,0,0,0,4,0,17,0,5,0,51,7,4,10,34,0
TMUE_0000000352.2,0,0,8,5,0,0,0,0,8,7,0,2,0,0,29,0,0,10,27,0,0,0,0,4
TMUE_0000000352.3,65,0,3,32,0,10,9,0,0,0,0,0,12,0,1,0,6,0,62,23,10,43,0,14
TMUE_0000000352.4,38,26,179,30,2,0,4,0,1,0,0,0,0,1,4,3,3,5,13,6,30,0,14,13
TMUE_0000000352.5,0,0,0,0,16,0,0,57,0,0,0,0,0,0,0,13,0,0,0,15,0,12,56,0
TMUE_0000000353.1,4,0,0,11,0,0,0,0,0,0,0,0,4,0,2,1,0,5,61,29,0,8,10,2
TMUE_0000000354.1,292,154,379,265,227,82,13,188,43,116,97,14,26,102,88,15,14,50,202,187,46,117,211,75
TMUE_0000000355.1,94,18,36,247,25,38,2,6,0,0,3,0,0,0,0,1,0,1,7,2,0,4,8,0
TMUE_0000000356.1,996,584,708,441,402,184,18,127,38,78,86,8,34,130,114,30,13,86,230,162,74,151,292,43
TMUE_0000000357.1,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
TMUE_0000000358.1,9,9,0,38,2,2,0,1,0,0,0,0,0,0,4,2,0,2,9,70,2,63,78,0
TMUE_0000000360.1,0,0,0,0,0,0,0,0,0,0,0,0,41,54,0,32,20,9,215,215,42,64,207,42
TMUE_0000000360.2,3,4,14,2,0,14,0,0,0,0,0,9,0,0,64,0,1,52,533,407,136,396,400,190
TMUE_0000000361.1,155,96,350,72,90,34,9,64,22,48,27,10,6,22,44,40,13,30,108,102,119,53,99,110
TMUE_0000000362.1,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMUE_0000000364.1,263,131,219,103,94,38,0,33,11,43,7,0,31,39,46,18,0,32,32,30,21,11,63,21
TMUE_0000000366.1,4,1,30,0,0,0,0,0,0,0,0,0,78,131,204,82,13,272,324,397,65,310,391,174
TMUE_0000000367.1,9,0,8,4,4,0,0,0,0,0,0,5,0,0,7,1,0,6,1,0,128,6,6,53
TMUE_0000000369.1,49,13,29,37,13,17,4,7,0,18,14,10,12,16,4,4,2,0,35,34,12,53,24,23
TMUE_0000000371.1,0,12,0,0,0,0,0,0,0,3,0,0,4,0,26,0,2,0,0,0,0,0,0,0
TMUE_0000000372.1,83,57,51,70,12,19,3,45,16,4,4,9,0,13,7,12,2,2,11,16,2,15,17,3
TMUE_0000000373.1,60,53,52,56,30,27,0,22,4,23,21,0,1,5,9,0,0,9,16,11,3,5,22,2
TMUE_0000000374.1,17,16,16,64,51,16,0,0,27,11,0,0,0,0,16,0,0,0,80,28,16,32,26,16
TMUE_0000000375.1,129,114,150,110,88,44,9,34,7,38,65,10,22,91,78,33,16,73,68,85,48,103,138,41
TMUE_0000000376.1,0,7,0,28,0,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
TMUE_0000000377.1,10,3,4,10,4,1,0,4,0,0,1,0,0,0,0,0,0,2,5,2,2,2,4,2
TMUE_0000000378.1,82,56,111,80,44,31,2,47,6,12,7,1,0,17,2,6,2,7,141,87,47,38,32,40
TMUE_0000000379.1,132,48,48,66,13,30,0,37,3,8,17,2,8,12,13,12,2,9,95,72,17,58,62,11
TMUE_0000000380.1,33,30,1,0,20,0,0,14,0,0,8,0,0,0,10,0,0,0,7,0,0,3,0,0
TMUE_0000000380.2,0,12,55,69,8,0,0,0,0,0,0,0,0,0,0,0,0,0,19,14,7,12,13,0
TMUE_0000000383.1,170,62,100,148,86,66,2,87,71,83,188,33,88,272,388,174,61,309,1855,1447,154,922,938,155
TMUE_0000000384.1,417,152,156,292,50,110,2,90,10,14,39,6,61,272,292,64,31,133,220,289,10,262,256,15
TMUE_0000000385.1,8,1,10,5,4,4,0,0,0,1,3,0,0,2,0,0,1,4,6,2,0,4,4,0
TMUE_0000000386.1,3,0,8,3,2,1,1,0,0,1,0,0,0,0,2,0,0,1,1,1,5,3,1,3
TMUE_0000000387.1,213,72,142,98,59,54,0,65,26,39,86,42,8,81,58,14,0,37,32,59,18,53,64,11
TMUE_0000000388.1,208,52,68,89,38,44,1,7,0,2,8,3,0,15,22,1,2,11,5,7,0,17,24,0
TMUE_0000000389.1,321,137,238,172,177,61,27,113,35,28,15,9,0,14,32,6,0,33,11,17,30,32,47,35
TMUE_0000000390.1,40,47,44,13,3,20,2,8,2,0,0,0,0,8,0,3,0,15,6,0,6,12,9,4
TMUE_0000000391.1,176,246,436,257,321,110,20,187,5,68,74,31,1,0,0,28,0,0,238,0,0,0,0,0
TMUE_0000000392.1,2778,2521,1061,3149,1694,835,57,1787,150,897,1367,146,446,1416,1200,279,126,1061,1471,2878,148,3126,2044,100
TMUE_0000000393.1,0,0,0,0,0,0,3,8,0,6,0,5,0,0,0,17,3,0,37,28,0,1,0,0
TMUE_0000000394.1,10,24,32,8,8,1,2,2,4,7,7,2,1,8,5,1,1,7,7,6,24,6,12,22
TMUE_0000000395.1,17,0,0,4,0,0,9,0,0,0,0,0,0,9,0,0,0,0,4,0,148,8,7,135
TMUE_0000000396.1,0,0,6,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
TMUE_0000000397.1,308,218,173,213,63,93,16,34,13,18,34,15,0,14,9,0,3,24,7,14,11,42,40,5
TMUE_0000000398.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,25,0,0,0,0,0,0,0
TMUE_0000000399.1,28,8,6,76,4,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMUE_0000000400.1,699,741,249,390,135,264,142,50,11,37,0,14,2,78,27,7,16,0,18,90,95,0,92,46
TMUE_0000000401.1,770,660,168,185,66,274,10,70,6,22,17,3,0,56,39,0,2,66,2,45,47,110,113,23
TMUE_0000000402.1,284,283,109,237,325,97,36,109,20,61,95,14,5,111,71,25,14,109,151,357,41,151,375,91
TMUE_0000000403.1,446,188,326,284,198,153,0,127,25,82,238,22,118,506,573,61,50,440,274,944,326,1135,1779,329
TMUE_0000000403.2,23,49,0,56,209,0,46,13,3,0,0,0,0,25,0,28,0,0,0,262,40,136,114,14
TMUE_0000000404.1,287,182,138,305,342,70,8,65,24,53,102,0,1,40,117,42,10,62,40,109,64,115,121,55
TMUE_0000000405.1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4
TMUE_0000000406.1,17,22,0,14,0,15,14,4,0,0,4,15,4,15,6,3,0,15,2,51,92,43,107,58
TMUE_0000000407.1,183,169,51,79,17,48,1,12,0,4,5,6,1,19,28,1,2,76,0,16,21,37,42,10
TMUE_0000000408.1,13,2,2,1,2,1,1,0,0,0,0,0,0,2,0,0,1,0,0,0,12,0,2,0
TMUE_0000000409.1,372,74,883,88,15,52,106,2,0,64,17,0,0,84,88,5,6,26,0,15,474,48,92,316
TMUE_0000000410.1,28,17,40,8,6,1,2,0,0,6,4,11,0,16,22,0,2,16,19,184,343,391,455,327
TMUE_0000000411.1,14,16,23,26,28,5,0,11,0,2,2,0,2,6,4,1,2,4,8,12,5,12,12,0
TMUE_0000000412.1,30,45,60,40,40,18,2,16,0,6,16,4,4,24,20,3,1,8,19,24,14,30,36,20
TMUE_0000000413.1,47,45,162,48,30,4,11,10,10,5,0,0,0,24,0,8,3,0,9,21,188,11,32,128
TMUE_0000000413.2,23,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
TMUE_0000000413.3,0,12,2,39,40,12,0,31,0,0,0,0,2,0,11,0,0,2,8,31,6,18,91,0
TMUE_0000000414.1,364,197,223,335,335,164,17,96,18,28,34,6,54,87,155,84,30,181,372,548,198,299,476,43
TMUE_0000000415.1,11,1,34,0,0,2,5,0,4,0,2,0,0,12,14,8,2,16,0,16,3,16,37,41
TMUE_0000000415.2,0,3,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,56,0,21,20
TMUE_0000000416.1,7,2,26,17,1,13,2,0,0,12,9,11,0,20,21,0,4,14,23,370,546,545,809,574
TMUE_0000000417.1,2,0,4,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,4,0,2,4
TMUE_0000000418.1,40,73,128,5,29,10,11,3,0,2,0,0,1,0,0,0,0,0,3,2,15,0,0,11
TMUE_0000000419.1,1231,825,840,369,716,292,150,80,65,151,62,5,0,105,125,10,20,69,29,67,180,123,316,117
TMUE_0000000420.1,221,400,239,120,85,125,23,48,20,249,214,21,37,134,197,18,31,324,123,268,144,331,771,218
TMUE_0000000421.1,11,17,0,0,9,0,0,0,0,0,0,0,15,0,0,5,0,0,7,5,0,0,0,1
TMUE_0000000422.1,30,38,38,7,14,0,1,6,0,0,13,3,0,21,31,0,1,18,14,30,11,14,18,13
TMUE_0000000423.1,3,1,4,10,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,4
TMUE_0000000425.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
TMUE_0000000427.1,2,2,18,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0,2
TMUE_0000000428.1,23,10,79,10,7,3,0,16,3,13,5,0,0,0,7,0,0,0,13,3,14,6,12,14
TMUE_0000000430.1,423,314,1292,935,357,237,48,482,97,85,420,128,25,21,26,47,13,24,1266,1055,537,382,354,930
TMUE_0000000431.1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0
TMUE_0000000432.1,185,67,110,185,80,16,4,80,2,11,31,13,5,44,45,37,5,45,262,224,23,103,152,30
TMUE_0000000433.1,6,10,14,28,16,4,0,6,1,3,5,0,7,3,7,0,3,4,5,2,0,3,4,2
TMUE_0000000434.1,13,17,22,16,0,0,0,7,2,0,0,0,4,13,4,12,6,4,33,38,0,24,26,4
TMUE_0000000435.1,1351,1173,654,1563,1132,634,25,1456,56,92,206,25,12,38,40,28,10,38,437,316,10,334,195,10
TMUE_0000000436.1,0,8,11,102,3,33,0,21,0,0,32,3,12,0,0,4,6,17,0,0,0,48,20,0
TMUE_0000000437.1,68,26,34,28,20,15,2,6,0,2,7,0,2,6,5,2,0,4,14,11,2,9,16,3
TMUE_0000000438.1,23,9,24,37,9,12,2,8,0,3,8,0,0,2,0,2,1,2,26,46,3,58,16,8
TMUE_0000000439.1,650,278,196,791,124,156,5,174,80,67,166,18,3,14,10,5,2,16,37,41,2,80,48,2
TMUE_0000000440.1,8,2,22,16,32,5,3,2,0,4,0,0,0,2,3,0,1,6,3,7,7,10,10,4
TMUE_0000000442.1,558,293,218,240,137,146,14,138,0,92,136,14,64,188,206,68,37,159,266,268,100,191,286,131
TMUE_0000000443.1,93,55,401,97,32,6,25,18,21,0,22,2,14,43,26,14,34,54,143,92,410,112,100,406
TMUE_0000000444.1,106,80,42,57,23,30,0,30,0,5,12,3,23,15,10,0,0,10,19,13,2,29,0,6
TMUE_0000000445.1,36,26,17,11,3,10,3,9,0,16,4,0,7,2,7,0,0,5,13,19,0,9,8,2
TMUE_0000000446.1,10,8,121,28,1,12,0,7,0,0,3,3,12,34,23,25,11,16,51,76,95,60,56,80
TMUE_0000000447.1,2,0,6,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,4,12,17,14,14,6
TMUE_0000000448.1,8,3,8,4,1,4,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
TMUE_0000000449.1,0,7,35,0,0,0,0,0,31,0,30,0,0,0,0,0,31,0,0,0,32,0,0,21
TMUE_0000000449.2,41,42,14,65,82,48,0,79,150,520,936,164,344,774,643,377,40,388,229,151,10,138,441,0
TMUE_0000000450.1,81,67,53,72,32,32,10,46,8,12,9,4,0,14,10,4,6,12,20,12,6,22,26,2
TMUE_0000000451.1,245,146,577,255,168,137,20,333,10,47,19,33,0,20,84,35,0,48,286,174,78,85,83,60
TMUE_0000000452.1,332,161,218,218,106,104,2,126,16,24,31,6,7,24,11,9,3,19,51,26,6,26,27,10
TMUE_0000000453.1,54,46,240,128,66,34,8,27,3,14,28,7,34,19,8,32,5,22,36,68,60,40,34,79
TMUE_0000000454.1,5,5,13,4,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,177,1,4,94
TMUE_0000000455.1,6,26,65,10,2,1,1,0,0,0,2,0,0,12,6,3,0,3,4,8,160,3,6,153
TMUE_0000000456.1,0,0,6,8,1,1,0,1,0,0,1,0,0,0,1,2,0,0,1,1,1,1,3,1
TMUE_0000000457.1,1,1,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,3,2,3,1
TMUE_0000000458.1,61,45,272,81,9,0,0,9,2,22,2,0,52,4,22,14,0,9,106,69,36,27,74,38
TMUE_0000000458.2,379,380,378,294,194,94,19,189,28,21,54,7,0,0,2,3,0,16,3,7,6,3,3,6
TMUE_0000000459.1,0,0,0,0,7,1,0,0,6,0,2,0,0,1,0,1,0,0,0,3,2,0,6,0
TMUE_0000000460.1,0,0,6,2,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMUE_0000000462.1,278,224,226,112,140,105,46,43,6,37,31,3,6,21,38,3,10,15,6,17,115,41,62,69
TMUE_0000000463.1,520,325,267,124,214,137,14,40,8,51,44,2,3,37,54,5,6,35,4,24,77,62,128,25
TMUE_0000000464.1,386,234,398,260,81,142,25,95,64,30,166,21,84,204,188,58,24,147,781,504,196,419,520,120
TMUE_0000000465.1,263,240,183,268,337,53,2,170,3,55,44,10,17,136,73,43,20,161,92,459,69,216,388,61
TMUE_0000000466.1,167,94,52,50,83,44,6,26,13,3,3,0,0,34,8,0,3,13,4,52,17,46,97,17
