"","L1_Hatched_1","L1_Hatched_2","L1_Hatched_3","L1_Unhatched_2","L1_Unhatched_3","L1_Unhatched_4","L1_Unhatched_5","L1_Unhatched_6","L1_3hr_2","L1_3hr_3","L1_3hr_4","L1_3hr_6","L1_24hr_1","L1_24hr_2","L1_24hr_3","L1_24hr_4","L1_24hr_5","L1_24hr_6","L2_1","L2_2","L2_3","L2_4","L2_5","L2_6"
"TMUE_1000003063.1",10.5391,2,11.2658,83.0341,8.99957,20.4828,28.553,4.18447,1,8.73031,6.63014,5,0,1.53893e-06,27.1318,0,4,29.1175,0,49.3604,3.69772,19.1255,47.5064,0
"TMUE_1000003063.2",30.4609,0,9.73423,71.9659,84.0004,77.5172,26.447,47.8155,0,15.2697,15.3699,0,1,42,46.8682,13,0,13.8825,31,18.6396,44.3023,22.8745,36.4936,18
"TMUE_1000003064.1",12,0,30,40,28,24,62,24,3,11,1,2,0,7,4,9,1,4,36,44,18,48,32,11
"TMUE_1000003065.1",3,1,0,1,0,3,0,0,1,0,0,1,0,1,3,0,0,0,0,3,2,1,0,5
"TMUE_1000003066.1",2,0,0,11,2,3,0,0,5,0,0,0,0,12,4,0,0,0,8.14425,10,0,4,12,1
"TMUE_1000003067.1",9,0,5.70118,32.5722,9.22786,17.8907,95.54,13.4403,0,5.52621,10.4514,2,14.5604,33.8539,4.37692,14.8492,0,11.1129,93.519,41.0482,5.27439,25.5458,57.3971,8.85169
"TMUE_1000003068.1",45.5,3.5,67.5,126.5,75,91.5,163.5,80,15,44.5,73.5,17,13.5,43,49,17,9.5,35.5,72.5,65.5,9,75,60.5,13.5
"TMUE_1000003069.1",0,3,0,2,3,137,2,8,4,0,0,0,4,0,0,3,0,0,2,0,3,0,0,3
"TMUE_1000003070.1",5,0,0,8,10.3112,34,10.5105,6,0,2,0,0,4,0,3,3.8053,0,0,6.30502,5,11.2417,7,0,10
"TMUE_1000003071.1",0,0,1.53618e-08,0,0,144.332,0,158,0,0,0,0,0,0,0,17.9569,0,47,103.976,103.985,0,0,1.85888e-08,29.8784
"TMUE_1000003071.2",0,0.000161452,0.00163755,8.08016e-05,114.88,0.00693056,138.629,0,0.000530733,2.34474e-05,0.000129157,0.000110057,0.000229101,14.3444,97.9502,28.2378,0.00011881,0,179.602,3.25203e-05,46.4546,71.6626,72.29,8.88164e-07
"TMUE_1000003071.3",62,5.99984,150.998,83.9999,0.808679,18.6608,17.8605,4.64899e-06,26.9995,8.99998,29.9999,7.99989,39.9998,17.6556,0.0498128,0,36.9999,2.77058e-05,879.117,717.015,127.304,261.337,429.71,163.122
"TMUE_1000003072.1",6,3,15,38,30,32,46,16,11,4,3,0,0,1,6,0,0,1,7,6,2,14,18,2
"TMUE_1000003073.1",0,0,3,4,0,4,4,1,23,100,239,10,110,79,83,97,19,65,211,108,13,51,39,16
"TMUE_1000003074.1",0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,1,0,0,1
"TMUE_1000003075.1",47,39,52,141,77,283,221,72,11,25,38,19,5,16,45,20,9,12,427,272,90,97,172,63
"TMUE_1000003076.1",1,0,0,1,0,5,1,1,0,2,1,0,0,1,0,0,2,0,0,0,1,1,3,0
"TMUE_1000003077.1",11,14,19.8155,68,33.5506,318.732,43,13.029,10,4,1,5,0,2,17,4,5,8,19.1506,20.2847,20.4052,4.12015,3.68428,21.616
"TMUE_1000003078.1",87,55,190,300,222,1546,291,226,22,30,50,12,35,97,86,76,28,55,310,192,536,128,233,504
"TMUE_1000003079.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TMUE_1000003080.1",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TMUE_1000003081.1",0.666667,0.333333,1,2.66667,1.66667,70,2.66667,4,1.33333,1.33333,0,0.666667,0,0,0.666667,5,1,0,2.33333,0.666667,14.3333,0,0.333333,13
"TMUE_1000003082.1",0,0,0,0,0,19.5752,2.52421,1.96014,0,0,0,0,0,0,0,0,0,0,0,2,3.5621,0,0,0.112852
"TMUE_1000003083.1",2.65823,0.519549,2.4438,2.84809,1.79632,50.6675,0,2.51725,0,0,1,0,0,0,3,0,2,1.32214,0,0,1.80339,0,1,2.39706
"TMUE_1000003084.1",0,0,1,9.56478,10.1081,44.63,7.87944,0,0,0,0,1,0,0,5,0,0,0,3.7951,2.21137,2.55845,2.1301,3.10198,5.43334
"TMUE_1000003085.1",37,11,91,109,52,121,141,120,4,5,7,4,5,25,47,13,1,11,121,82,5,23,41,8
"TMUE_1000003086.1",0,0,0,0,1,1,2,0,0,0,0,0,0,3,0,3,0,0,7.05436,5.77723,0,3.20986,3.15836,0
"TMUE_1000003087.1",17,12,77,103,128,373,88,68,3,18,23,6,0,17,5,26,20,10,172,85,54,28,44,79
"TMUE_1000003088.1",93,3,195,388,196,175,285,90,69,114,145,19,53,228,217,63,21,180,533,590,18,491,358,31
"TMUE_1000003089.1",0,0,0,0,0,27,2,0,0,0,0,0,0,2,0,0,1,0,0,1,3,3,1,0
"TMUE_1000003090.1",12,5,20,26,24,43,15,10,0,2,6,1,3,18,8,0,0,2,15,12,7,9,8,8
"TMUE_1000003091.1",1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"TMUE_1000003092.1",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,9,3,1,2,4
"TMUE_1000003093.1",2,0,0,4.39848,0,25.3579,10,8.36786,2,0,0,0,0,0,3,2.7298,0,2,0,0,4,0,0,4.18336
"TMUE_1000003094.1",0,2,0,0,0,29.0558,1.23786,4.26371,0,1.60396,1,1,0,0,0,0,0,0,1.24607,1,7.29933,2,0,3.47996
"TMUE_1000003095.1",0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,3,5,0
"TMUE_1000003096.1",14,54,31,29,39,98,114,84,4,6,1,0,5,0,0,1,2,3,51,102,240,75,87,112
"TMUE_1000003097.1",18,3,15,24,13,35,9,10,0,6,15,1,2,3,7,2,0,5,13,13,5,7,9,1
"TMUE_1000003098.1",0,36,0,66.6508,22.2682,150.342,333.464,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"TMUE_1000003098.2",30,0,32,151.349,36.7318,1.65799,209.536,22,0,2,19,0,0,3,0,5,6,10,79,31,4,10,17,2
"TMUE_1000003099.1",38.6139,3.75093,23.5249,113.982,47.3934,135.086,104.895,41.8134,1.39646,8.77212,21.2844,3.7936,3,32,36.7809,15.9449,14.8336,34.7764,95.5863,108.797,19.2886,80,70.6761,15.4561
"TMUE_1000003100.1",14.3861,15.2491,52.4751,96.0182,50.6066,169.914,136.105,23.1866,13.6035,34.2279,43.7156,6.2064,9,24,29.2191,21.0551,7.16642,24.2236,166.414,113.203,41.7114,47,62.3239,27.5439
"TMUE_1000003101.1",13,0,11,28,11,3,40,0,0,4,4,0,6,12,10,9,2,14,55,59,0,53,27,1
"TMUE_1000003102.1",3,4,30,35,39,143,26,15,20,2,7,9,12,4,3,15,3,19,112,66,30,20,28,38
"TMUE_1000003103.1",27,0,56,99,54,84,92,26,9,9,12,1,17,49,32,22,18,45,362,318,30,194,158,41
"TMUE_1000003104.1",134,11,334.749,558.861,359,304,316,249,25,50,40,14,29,36,92,28,3,38,420,299.773,39,195,308,49
"TMUE_1000003105.1",0,0,0,1.27436,0,18.5766,0,0,0,0,3,1,0,0,0,0,0,0,1,0,1.36236,1.21065,0,0
"TMUE_1000003106.1",0,2,1,5,0,19,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TMUE_1000003107.1",2,0,2,0,4,26,2,4,1,0,0,7,1,1,1,0,0,0,82,349,957,595,989,722
"TMUE_1000003108.1",0,0,0,0,1,4,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
"TMUE_1000003109.1",0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TMUE_1000003110.1",50,6,108,261,194,207,148,121,18,30,49,17,19,24,52,27,12,31,139,122,61,160,111,37
"TMUE_1000003111.1",0,0,4,3,1,31,8,4,0,0,0,0,2,4,0,0,0,2,2,4,6,11,6,9
"TMUE_1000003112.1",23,5,26,36,16,141,15,24,0,19,8,5,17,6,10,19,2,2,70,55,52,14,32,53
"TMUE_1000003113.1",11,0,10,58,20,26,42,6,0,0,2,0,0,0,0,0,1,0,20,15,1,13,11,1
"TMUE_1000003114.1",6,0,0,4,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TMUE_1000003115.1",0,2.03133,0,0,0,19.9692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TMUE_1000003115.2",12.2665,0,10.4436,43.8457,28.6389,13.6876,2.19703,1.94684,0,2,1,2,0,0,1.14335,0,0,2,0,0,0,2,0,0
"TMUE_1000003115.3",0,0,0,0,0,4.2078,23.1985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TMUE_1000003115.4",0,0,2.55637,2.52253,7.59171,72.5596,13.6045,121.053,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"TMUE_1000003115.5",4.7335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"TMUE_1000003116.1",12,4,6,66,26,143,47,13,0,1,9,5,5,5,5,0,0,1,0,0,0,1,1,1
"TMUE_1000003117.1",5,1,9,24,18,24,19,10,1,2,5,0,0,1,2,1,2,0,4,4,3,8,3,4
"TMUE_1000003118.1",103,11,138,442,216,184,298,130,8,31,55,18,2,13,27,10,10,6,118,65,10,64,69,12
"TMUE_1000003119.1",26,6,67,205,83,119,144,37,34,14,25,1,25,84,48,16,2,49,151,119,18,83,115,20
"TMUE_1000003120.1",4,0,1,5,17,31,8,5,0,0,0,0,1,0,2,2,3,0,21,9,13,4,7,13
"TMUE_1000003121.1",63.1456,20,144,231.413,152.946,369.892,352.092,105.021,5,14.3506,42.9195,11,28.6917,100.421,128,97.6108,18.527,110,206.01,237.039,178.399,128.56,150.884,249.907
"TMUE_1000003121.2",0,0,0,0,0,0,6.79832e-06,0,0,0.000534646,8.7689e-05,0,0.00078999,0.000373642,8.86273e-05,4.24872e-06,0,0,2.79562e-08,20.2605,0,1.17579e-06,7.72639e-05,0
"TMUE_1000003121.3",74.8544,0,0,49.4428,17.0539,44.3096,3.90764,14.8501,0,49.6489,5.08046,0,36.3075,13.5786,1.22335e-06,0.389199,0,0,117.99,33.7005,16.1394,0.06519,94.1162,22.0262
"TMUE_1000003122.1",36,7,78,211,182,226,133,65,23,35,43,28,11,11,42,17,3,24,116,45,31,28,76,25
"TMUE_1000003123.1",2,0,2,15,3,6.00946,6,0,0,4,2,0,0,0,0,0,0,0,6,0,4,1.0016,2.0036,1
"TMUE_1000003124.1",0,0,2,3,6,1,6,2,0,0,0,0,0,0,1,0,0,0,3,5,6,4,6,1
"TMUE_1000003125.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
"TMUE_1000003126.1",0,2.71429,0,0,0,18.8907,4.30978,2.28966,0,0,4,0,0,0,0,0,0,0,0,0,2.35237,0,0.928163,1.38288
"TMUE_1000003127.1",0,0,0,0,2.32513,16.2363,4.36304,0,0,0,7.17322,0,1.50567,0,1,0,0,0,0,0,2,0,0,1.13431
"TMUE_1000003128.1",0,0,1,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TMUE_1000003129.1",0,1,0,1,0,1,4,1,0,0,0,0,0,0,1,0,0,1,0,2,1,0,2,0
"TMUE_1000003130.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,3
"TMUE_1000003131.1",0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
"TMUE_1000003132.1",0,0,1,3.6018,4,4.57191,8.44472,9.53975,0,0,0,0,0,0,0,0,0.716502,0,0,0,0,0,0,13.6004
"TMUE_1000003133.1",3,0,8,16,4,39.9766,14,9.71979,0,2,3,0,3,0,0,0,0,3,3,16,2,8,1,2
"TMUE_1000003134.1",3,0,0,5.3982,0,11.4281,10.5553,21.4602,0,0,0,0,0,0,0,0,0.283498,1,0,0,0,0,1,3.39963
"TMUE_1000003135.1",2,2,5,22,6,28.0234,14,6.28021,0,0,1,1,1,0,3,1,2,3,7,14,6,9,5,3
"TMUE_1000003136.1",272,56,477,760,401,1950,728,286,43,31,76,24,71,85,116,86,41,91,316,162,127,84,166,89
"TMUE_1000003137.1",0,0,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TMUE_1000003138.1",65,5,144,270,238,304,119,109,32,26,13,4,5,34,24,12,10,16,76,54,17,25,51,16
"TMUE_1000003139.1",70.5501,46.8161,126.805,346.343,301.504,556.641,128.623,106.15,18.572,92.26,48.6045,9.48263,16.7275,42.8736,50.2584,13.5163,12.5245,8.43316,77.9677,65.0057,106.654,35.7389,26.7785,75.8479
"TMUE_1000003140.1",0,0,0,1,0,4,7,5,0,0,0,0,0,1,3,0,0,3,7,2,1,4,3,0
"TMUE_1000003141.1",0,0,0,0,0,13.5266,5.55145,2,0,0,0,1,0,3.40751,0,0,0,1.3091,0,1,0,3.81701,1.2562,2.18202
"TMUE_1000003142.1",7,0,5,29,1,55,23,11,0,0,4,2,47,55,67,50,15,73,308,197,83,116,169,79
"TMUE_1000003143.1",8,3,27,36,28,228,56,39,0,21,22,1,1,24,44,17,6,19,425,227,161,97,133,135
"TMUE_1000003144.1",0,0,1.0617,9.38009,17.6496,3.16852,4.11356,1,0,2.1095,3.06949,1,0,8.38271,6.25007,6.53764,0,2.04193,1.03278,8.53122,1.03464,4.03825,7.22122,0
"TMUE_1000003145.1",19.6696,4,1.80665,22.3065,22.0853,25.8658,11.33,7.30483,2.38833,1.68107,0,0,0,2.21463,0,0,0,7.50775,0,10.1196,0,8.94108,2.55641,1.58609
"TMUE_1000003146.1",66.038,0,20.3075,150.597,76.5131,80.9448,81.9091,15.1023,9.82641,0,22.5117,0,0,8.5578,13.1954,8.1127,7.12748,11.9182,33.3677,16.7481,5.8672,19.0473,41.0058,28.4139
"TMUE_1000003147.1",48,0,44.9231,146.571,78.2143,62.3077,44.6538,21.3333,4.5,0,10,0,8,0,4.5,6,1.5,4.5,20,18.2222,0,12.5,6.75,0.5
"TMUE_1000003148.1",13,1,8.38751,29.7562,16,20.557,14,13.2567,0,4,4,0,4,1.49499,3,0,0,2.32986,5.55186,2,4.49604,6.49624,8.03941,1
"TMUE_1000003149.1",43,21,124,129,117,400,111,230,23,26,61,16,46,34,4,40,13,23,104,70,67,23,30,57
"TMUE_1000003150.1",14,1,12,34,6,21,20,13,0,8,3,0,12,0,11,2,0,4,28,32,3,16,10,1
"TMUE_1000003151.1",6.15385,0,14.85,8.33333,2,39.6735,29.0323,26.963,3.5,9.27273,0,4,5.38462,4.28571,9.84615,0,0,4.85714,13.3333,9.6,6,6.35294,11,2.5
"TMUE_1000003152.1",7.04637,9.43302,8.25138,47.5693,26.6891,121.69,56.6396,21.1437,9.68835,18.1421,23.2154,0,0,8.79574,15.1835,8.66568,0,8.46448,0,17.53,20.2905,14.4355,9.28463,18.0908
"TMUE_1000003152.2",127.128,0,50.7803,227.306,63.7575,99.3004,95.9689,32.0018,8.31165,8.85789,5.52669,1,9,10.3661,19.1517,1.58449,1,10.5956,19,12.7751,3.56581,30.8486,32.9924,1.64323
"TMUE_1000003153.1",28,20,14,209,60,169,179,30,5,17,12,0,15,20,77,21,25,52,44,25,24,18,42,33
"TMUE_1000003154.1",38,9,92,86,42,279,88,47,33,10,53,6,24,14,18,25,7,19,57,24,25,12,21,29
"TMUE_1000003155.1",2.15258e-05,0,3.31909e-05,1.54939e-05,0,27.156,1.73715e-05,5.45916e-06,0,1.09146e-05,0,0,0,0,0,0,0,2.61942e-05,0,2.80494e-07,6.09924e-06,3.88604e-06,6.63703e-05,0
"TMUE_1000003155.2",4.02628,3,5.99997,36.3705,7,0,5.99998,3.08213,0,8.99999,0,0,0,0,0,0,0,3.99997,0,3,8.99999,2,18.9999,4.12735
"TMUE_1000003156.1",115,17,240,488.921,253.883,304.41,410.97,259,19,77,110,48,53,146.784,188,84,28,101,532,457.838,34,312,288.89,31
"TMUE_1000003157.1",1260,375,1564,4076,1641,7076,2635,1213,198,216,297,157,351,547,742,569,318,501,4641,3474,3168,1992,1806,4712.98
"TMUE_1000003158.1",442,28,1568,979,2288,495,1794,1078,43,70,144,53,15,45,62,25,5,74,52,156,20.5497,113,87,15
"TMUE_1000003159.1",29.5967,0,20.5988,115.891,70.1479,77.3896,74.2339,38.44,0,8.32558,15.4491,0,0,21.3755,11.589,1.76828,0,2.63364,2,0,3,0,0,0
"TMUE_1000003160.1",18,0,4,18,7,11,12,5,0,2,5,0,0,0,0,0,0,0,0,0,0,1,0,0
"TMUE_1000003161.1",1,2.35537,4,5,12.302,6.45673,7.52869,2,0,2.51909,7.15758,2,0,2,1,0,0,0,4,0,1,4.43532,1,1
"TMUE_1000003162.1",404.671,22,624.561,1400.23,940.663,691.997,1050.54,830.806,101,159.801,192.791,58,124.632,232.763,264.972,141.947,52.802,249.041,1007.73,679.528,88,367.279,594.186,58
"TMUE_1000003163.1",211.5,31,287,773,268,430.5,438.5,179,23,118,87.5,20,67.5,133.5,160.5,53,18.5,128,245,179,51.5,117.5,141.5,76.5
"TMUE_1000003164.1",469.54,54,286.892,1441.5,1120.68,1046.37,754.675,598.557,90.5397,139.42,136.425,21.7607,25,130.62,140.869,25,8.2419,83.2081,114.67,194.707,121.082,167.266,212.642,160.366
"TMUE_1000003164.2",12.6984,0,13.3909,271.262,297.614,86.0777,63.8903,88.8099,0,74.1064,0,0,0,49.6919,35.5023,0,6.7581,9.97751,102.639,19.9941,22.918,25.4362,88.5907,14.5856
"TMUE_1000003165.1",0,0,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TMUE_1000003166.1",15,1,51.7169,24,22,83,41.0542,22,6,2,53,16,141,102,75,93,44,69,373.792,161,7,40.4009,49,26
"TMUE_1000003167.1",387,31,384,924,821,740,588,641,22,139,159,31,72,134,195,69,27,141,591,425,73,255,333,57
"TMUE_1000003168.1",15.8077,0,28.7314,92.4211,46,94.0631,109.452,51.0861,13,18,7,16,7,20,50.7534,8,5,25.2313,34.8991,43.4732,26.8362,38,57.9712,19.8204
"TMUE_1000003169.1",9,8,18,5,15,70,35,38,7,8,71,8,30,81,59,22,9,79,31,53,51,51,37,39
"TMUE_1000003170.1",0,0.687071,1.69466,2.14663,0.621455,19.8497,21.0855,17.1112,1.82709e-05,0,0.533562,0,0,0,0,0,0,0,3.39144,0.912973,0,1.96141,0,2.72843
"TMUE_1000003171.1",13,2,27,49,29,48,70,35,3,0,1,4,0,3,12,1,1,1,46,23,36,16,18,8
"TMUE_1000003172.1",1,0,0,2,0,4,4,0,4,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
"TMUE_1000003173.1",0,0,4,1,6,12,3,1,0,13,5,1,3,6,14,5,0,7,28,19,10,14,13,9
"TMUE_1000003174.1",0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3
"TMUE_1000003175.1",10.4639,0,14.1251,13.3666,15.1854,9.12211,6.42078,6.29611,4,0,7.4564,2,0,0,3,0,0,1,2.21976,4.1031,1,0,1,2
"TMUE_1000003176.1",12,3,23,61,53,63,60,50,4,2,7,0,14,35,13,9,6,14,92,136,24,160,140,16
"TMUE_1000003177.1",0,1,0,1,1,67,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1
"TMUE_1000003178.1",1.5857,0,1.22214,5.98763,0,4.5419,0,0,0,3.65778,7.96014,0,0,1.55999,0,0,0,0,1.34131,6.08479,22.2936,6.61467,8.48692,23.6117
"TMUE_1000003179.1",112,14,217,363,223,227,340,157,43,136,128,41,75,151,152,57,21,107,173,153,13,77,140,16
"TMUE_1000003180.1",21.0874,0,24.9177,33.3978,31.377,29.6817,39.1709,24.1875,0,3.68762,2.42924,0,0,0,0,0,0,3.0154,12.6257,9.79656,0,3.85923,5.45754,0
"TMUE_1000003180.2",12.8193,1.25978e-08,91.837,67.9102,23.1398,16.9904,60.8677,44.5624,1.56255e-08,0,0,0,0,0,0,7.64079,5.56615,14.4314,57.0299,25.3928,7,0,15.1578,0
"TMUE_1000003180.3",31.7957,0,106.852,136.856,151.337,57.7326,138.027,165.25,0,39.9777,8.57076,12,24,52,0,10.3592,10.4339,17.5532,51.3531,48.8688,0,44.1408,47.3847,10
"TMUE_1000003180.4",9.2976,4,6.3936,24.8362,34.1459,31.5952,6.93475,0,8,8.33466,0,0,0,0,35,0,0,0,10.9913,1.94185,0,0,0,0
"TMUE_1000003181.1",10,1,14,12,4,99,23,16,2,4,5.81623,3,1,2,5,1,0,3,3,2,11,11.6088,7,38.3078
"TMUE_1000003182.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TMUE_1000003183.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TMUE_1000003184.1",28,3,55,122,42,151.02,95,40,16,34,39.7538,7,30,73,96,49,21,66,211,159.813,75,93,171,71
"TMUE_1000003185.1",0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,3,0,0,0,0
"TMUE_1000003186.1",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"TMUE_1000003187.1",0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,4,0,3,1
"TMUE_1000003188.1",0,0,0,2,0,0,0,0,0,1,1,0,0,2,1,0,0,1,0,4,0,0,1,0
"TMUE_1000003189.1",0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"TMUE_1000003190.1",0,0,0,0.308085,0,1.28419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TMUE_1000003191.1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,1,1
"TMUE_1000003192.1",10,0,25,42,9,7,36,12,0,10,11,0,9,5,9,7,2,9,32,20,0,20,14,1
"TMUE_1000003193.1",101,33,139,280,248,895,244,155,34,56,85,13,79,80,109,81,46,91,317,219,211,116,181,265
"TMUE_1000003194.1",70,10,150,200,122,121,141,77,12,1,2,5,2,1,10,0,1,1,14,11,4,5,10,0
"TMUE_1000003195.1",0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TMUE_1000003196.1",11,1,34,63,30,21,36,20,0,20,2,10,26,20,5,12,4,10,44,40,2,20,9,13
"TMUE_1000003197.1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"TMUE_1000003198.1",0,1,0,0,0,0,0,0,0,1.16541,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TMUE_1000003199.1",0,1,0,0,5,31.8435,2.16044,0,0,3,1,1,0,1,0,0,1,0,0,1,8.31266,1,0,6
"TMUE_1000003200.1",1,0,0,0,0,16,1,4,0,0,0,0,0,0,0,0,0,0,0,1,5,2,2,3
"TMUE_1000003201.1",1,1,0,4,4,21,16.9739,17,0,0,2,1,0,1,1,3,0,0,2,0,4.55189,1,5,2
"TMUE_1000003202.1",0,0,0,0,0,2.95291,4.07043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TMUE_1000003203.1",93,15,118,287,150,301,424,106,59,40,112,31,119,510,542,319,118,501,89,89,51,102,56,104
"TMUE_1000003204.1",37.0857,17,38.6329,209.461,71.2552,158.882,101.493,56,61,0,15.0624,2,7.5304,87.0904,34.913,8.5598,10,29.9593,125.572,105.551,36.8779,43.6209,109.056,41.8268
"TMUE_1000003204.2",4.91427,0,24.3054,170.242,42.0952,27.9498,10.4625,0,0,65.8905,34.8681,0,34.4696,39.5269,78.837,24.2463,0,84.9988,144.395,136.077,0.0874204,80.3408,122.723,8.17318
"TMUE_1000003205.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"TMUE_1000003206.1",33,0,39,119,61,55,85,44,29,14,7,1,1,12,29,8,2,27,84,75,2,56,69,0
"TMUE_1000003207.1",32.999,0.00144287,0.523158,0.119958,1.02034e-05,29.36,45.9823,0,44.9977,0.00318448,0,7.39916e-05,0.000777905,0.000486477,0,0,0.000192791,36.9987,8.41274e-05,8.70903,0,0,44.9999,0
"TMUE_1000003207.2",0.000975479,1.01105e-07,1.61394e-05,0,0,12.5228,0.000814346,71.9491,0.00234784,2.67968e-08,0,0,1.34054e-08,1.06514e-08,0,0,0,0.0013342,41.2008,8.22904e-06,0,12.0858,0,13.3847
"TMUE_1000003207.3",0,0,0,0,70.6252,115.802,0,12.3425,0,0,33.2656,0,0,0,0,0,0,0,0,0,15.6567,0,0,10.6153
"TMUE_1000003207.4",0,1.44223e-08,104.477,146.88,82.7931,113.315,82.0169,15.7083,0,42.9968,13.7344,0,0,0,15,15,0,0,74.6518,66.5973,11.3433,0,0.00010475,0
"TMUE_1000003207.5",0,10.9986,0,0,0.581708,0,0,0,0,3.14871e-08,3.8545e-06,0.999926,21.9992,10.9995,0,0,8.99981,0,72.1473,0.6937,0,6.91424,0,0
"TMUE_1000003208.1",27,2,65,126,81,70,112,60,0,7,43,0,10,11,20,5,1,5,54,16,3,18,14,4
"TMUE_1000003209.1",16,9,31,54,45,294,106,63,2,25,27,12,51,81,16,43,11,26,168,109,84,53,56,93
"TMUE_1000003210.1",16,9,30,97,39,174,78,43,3,5,11,2,3,10,10,14,2,9,16,16,43,14,30,35
"TMUE_1000003211.1",0,0,0,3.23743,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"TMUE_1000003212.1",5.55138,0,0,34.6266,0,10,10,0,6,0,0,0,14,37,24,26,15,8,153,98,3,155,77,4.35073
"TMUE_1000003213.1",1,2,52,26,32,15,84,38,0,0,0,0,1,2,1,1,0,3,0,7,0,10,7,0
"TMUE_1000003214.1",0,2,2,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,0
"TMUE_1000003215.1",33,14,47,193,104,247,124,169,0,30,12,2,3,14,49,7,2,12,91,83,73,60,109,18
"TMUE_1000003216.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0
"TMUE_1000003217.1",4,1,5,22,15,11,25,10,0,0,4,0,3,10,3,2,0,2,8,19,0,4,3,3
"TMUE_1000003218.1",15,3,34,82,40,171,93,58,5,17,35,15,49,28,26,35,11,37,274,175,69,52,125,74
"TMUE_1000003219.1",0,0,2,8,0,9,7,0,7,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"TMUE_1000003220.1",0,1,0,3,2,20,0,0,0,0,0,0,0,4,3,0,0,0,0,0,2,2,0,0
"TMUE_1000003221.1",0,0,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TMUE_1000003222.1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"TMUE_1000003223.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TMUE_1000003224.1",87,6,144,294,158,163,291,146,0,52,67,14,38,105,88,50,9,48,318,266,15,149,162,20
